timestamp,temperature,pressure,vibration,machine_speed,production_rate,quality_status,defect
2024-01-01 15:50:00,83.4,5.4,1.08,1019.6,53.57,Normal,0
2024-01-01 15:55:00,90.31,4.88,0.51,985.2,52.53,Normal,0
2024-01-01 16:00:00,92.07,5.45,0.92,1024.8,50.46,Normal,0
2024-01-01 16:05:00,87.07,4.72,0.72,993.6,45.29,Normal,0
2024-01-01 16:10:00,81.72,5.18,0.9,966.5,49.67,Normal,0
2024-01-01 16:15:00,77.55,5.12,0.53,989.4,50.64,Normal,0
2024-01-01 16:20:00,75.54,5.14,0.64,996.2,45.5,Normal,0
2024-01-01 16:25:00,82.58,4.71,0.83,1026.1,48.79,Normal,0
2024-01-01 16:30:00,90.04,5.33,0.75,958.2,45.19,Normal,0
2024-01-01 16:35:00,85.79,5.5,0.85,1015.0,52.81,Normal,0
2024-01-01 16:40:00,88.04,5.25,1.45,969.9,45.2,Normal,0
2024-01-01 16:45:00,78.05,4.63,1.17,1006.4,47.18,Normal,0
2024-01-01 16:50:00,88.99,5.27,0.67,1010.7,52.48,Normal,0
2024-01-01 16:55:00,77.29,5.32,1.46,960.8,45.26,Normal,0
2024-01-01 17:00:00,81.24,5.18,1.46,989.7,52.15,Normal,0
2024-01-01 17:05:00,76.52,5.19,1.13,960.2,52.72,Normal,0
2024-01-01 17:10:00,103.8,6.14,2.18,1197.7,43.13,Warning,1
2024-01-01 17:15:00,100.43,5.93,2.76,1107.8,43.4,Warning,0
2024-01-01 17:20:00,77.11,5.46,1.14,1032.9,52.07,Normal,0
2024-01-01 17:25:00,83.71,5.23,1.47,977.0,53.08,Normal,0
2024-01-01 17:30:00,85.76,4.98,0.94,1023.1,47.68,Normal,0
2024-01-01 17:35:00,92.03,5.33,0.59,1038.2,47.44,Normal,0
2024-01-01 17:40:00,84.29,5.11,0.88,952.9,53.51,Normal,0
2024-01-01 17:45:00,78.64,4.71,1.3,984.0,53.8,Normal,0
2024-01-01 17:50:00,89.02,4.78,0.51,1044.8,45.86,Normal,0
2024-01-01 17:55:00,89.4,4.99,1.26,1019.1,51.46,Normal,0
2024-01-01 18:00:00,84.82,5.29,0.59,972.2,51.92,Normal,0
2024-01-01 18:05:00,81.12,5.08,0.97,1003.1,49.26,Normal,0
2024-01-01 18:10:00,89.92,4.83,1.2,977.1,47.51,Normal,0
2024-01-01 18:15:00,77.41,4.69,0.62,1003.6,52.62,Normal,0
2024-01-01 18:20:00,78.7,4.72,0.98,1022.5,54.77,Normal,0
2024-01-01 18:25:00,85.49,4.78,0.6,969.4,47.27,Normal,0
2024-01-01 18:30:00,78.59,4.51,1.03,977.4,54.74,Normal,0
2024-01-01 18:35:00,86.07,5.2,0.63,1036.8,49.91,Normal,0
2024-01-01 18:40:00,92.45,5.07,0.97,994.0,46.84,Normal,0
2024-01-01 18:45:00,76.03,5.44,0.98,1032.2,49.01,Normal,0
2024-01-01 18:50:00,76.48,5.13,0.55,964.9,50.63,Normal,0
2024-01-01 18:55:00,81.08,5.49,0.62,1026.4,51.06,Normal,0
2024-01-01 19:00:00,120.81,6.84,4.55,1290.1,34.43,Critical,1
2024-01-01 19:05:00,92.2,5.49,0.81,1012.1,51.1,Normal,0
2024-01-01 19:10:00,89.8,5.45,0.71,971.1,51.6,Normal,0
2024-01-01 19:15:00,78.14,4.67,0.58,950.3,49.51,Normal,0
2024-01-01 19:20:00,86.88,4.79,0.73,1020.7,52.03,Normal,0
2024-01-01 19:25:00,84.08,5.19,1.42,1028.8,51.25,Normal,0
2024-01-01 19:30:00,88.22,5.43,0.93,1004.5,51.48,Normal,0
2024-01-01 19:35:00,93.17,5.33,0.57,966.6,48.08,Normal,0
2024-01-01 19:40:00,89.98,5.07,0.79,962.4,51.89,Normal,0
2024-01-01 19:45:00,88.99,5.44,1.0,999.4,45.8,Normal,0
2024-01-01 19:50:00,75.8,4.93,0.82,975.0,45.91,Normal,0
2024-01-01 19:55:00,94.24,5.34,1.08,1045.1,55.0,Normal,0
2024-01-01 20:00:00,88.45,4.77,0.54,1025.6,49.71,Normal,0
2024-01-01 20:05:00,88.03,5.42,0.68,1008.5,51.35,Normal,0
2024-01-01 20:10:00,84.83,4.59,0.85,983.3,51.7,Normal,0
2024-01-01 20:15:00,92.15,4.83,1.19,978.8,54.45,Normal,0
2024-01-01 20:20:00,103.51,6.1,2.68,1104.0,41.29,Warning,0
2024-01-01 20:25:00,83.08,5.01,1.49,1015.8,50.43,Normal,0
2024-01-01 20:30:00,83.26,4.69,0.86,1025.6,51.25,Normal,0
2024-01-01 20:35:00,90.2,4.7,1.05,1042.8,49.38,Normal,0
2024-01-01 20:40:00,88.97,4.62,1.47,1010.9,47.39,Normal,0
2024-01-01 20:45:00,78.17,5.05,1.05,959.3,54.92,Normal,0
2024-01-01 20:50:00,104.3,6.02,2.18,1176.5,41.99,Warning,0
2024-01-01 20:55:00,85.18,4.77,1.33,1048.0,47.44,Normal,0
2024-01-01 21:00:00,86.03,4.88,1.42,1000.8,53.79,Normal,0
2024-01-01 21:05:00,92.28,4.78,1.29,991.5,54.34,Normal,0
2024-01-01 21:10:00,85.15,5.32,0.78,979.9,50.87,Normal,0
2024-01-01 21:15:00,94.98,4.99,0.65,1003.9,48.45,Normal,0
2024-01-01 21:20:00,86.04,5.04,0.96,982.2,46.89,Normal,0
2024-01-01 21:25:00,88.95,5.07,0.73,1027.6,45.44,Normal,0
2024-01-01 21:30:00,89.89,5.21,1.31,988.6,51.64,Normal,0
2024-01-01 21:35:00,91.41,5.48,1.0,953.7,50.02,Normal,0
2024-01-01 21:40:00,86.8,5.37,1.37,994.0,50.26,Normal,0
2024-01-01 21:45:00,84.14,5.22,0.91,1015.5,46.54,Normal,0
2024-01-01 21:50:00,84.39,5.47,0.84,1019.3,51.5,Normal,0
2024-01-01 21:55:00,92.04,5.35,1.36,988.0,48.17,Normal,0
2024-01-01 22:00:00,89.37,5.26,1.37,953.6,45.68,Normal,0
2024-01-01 22:05:00,87.62,5.42,1.5,1024.7,49.34,Normal,0
2024-01-01 22:10:00,76.97,5.13,1.37,994.4,51.94,Normal,0
2024-01-01 22:15:00,93.07,4.55,1.3,979.3,48.75,Normal,0
2024-01-01 22:20:00,77.91,5.03,1.07,1029.3,46.7,Normal,0
2024-01-01 22:25:00,76.58,5.37,1.12,974.1,54.13,Normal,0
2024-01-01 22:30:00,77.86,4.96,0.75,975.5,45.09,Normal,0
2024-01-01 22:35:00,91.09,5.4,1.18,965.8,49.42,Normal,0
2024-01-01 22:40:00,111.91,7.38,4.78,1284.9,32.5,Critical,1
2024-01-01 22:45:00,91.91,4.7,0.88,998.3,47.37,Normal,0
2024-01-01 22:50:00,86.44,5.07,1.49,979.5,54.78,Normal,0
2024-01-01 22:55:00,88.16,4.77,1.07,1018.6,52.45,Normal,0
2024-01-01 23:00:00,75.98,5.11,1.0,1040.4,47.86,Normal,0
2024-01-01 23:05:00,90.98,5.11,0.85,1013.7,51.21,Normal,0
2024-01-01 23:10:00,88.56,5.22,1.16,1033.8,51.28,Normal,0
2024-01-01 23:15:00,93.07,5.15,0.81,994.1,50.8,Normal,0
2024-01-01 23:20:00,89.65,4.59,0.8,1024.7,46.76,Normal,0
2024-01-01 23:25:00,98.06,6.09,3.46,1134.3,43.65,Warning,0
2024-01-01 23:30:00,80.14,5.32,0.98,1030.6,52.47,Normal,0
2024-01-01 23:35:00,81.77,4.62,1.46,964.1,54.67,Normal,0
2024-01-01 23:40:00,92.2,5.22,1.48,1046.7,53.05,Normal,0
2024-01-01 23:45:00,82.32,5.29,0.51,1003.7,49.55,Normal,0
2024-01-01 23:50:00,88.46,5.17,1.08,1032.2,54.4,Normal,0
2024-01-01 23:55:00,77.17,4.73,0.53,1038.4,50.61,Normal,0
2024-01-02 00:00:00,93.31,4.72,0.56,1032.4,54.09,Normal,0
2024-01-02 00:05:00,81.04,4.91,0.64,1044.6,48.04,Normal,0
2024-01-02 00:10:00,84.85,4.6,1.39,963.6,49.54,Normal,0
2024-01-02 00:15:00,88.41,5.24,1.45,991.9,52.42,Normal,0
2024-01-02 00:20:00,78.09,4.91,0.6,998.9,49.08,Normal,0
2024-01-02 00:25:00,94.03,4.53,0.87,994.3,54.51,Normal,0
2024-01-02 00:30:00,103.84,5.69,3.03,1136.2,43.91,Warning,1
2024-01-02 00:35:00,82.96,4.69,0.62,1034.8,49.55,Normal,0
